"","CSIScontractID","IDV","FxCb","Fee","Comp","Link","MDAP","unmodifiedSystemequipmentcode","Who","What","Intl","PSR","LowCeil","Ceil","Dur","SingleOffer","Offr","Soft","UCA","CRai","NChg","Veh","UnmodifiedNumberOfOffersReceived","Term","UnmodifiedContractBaseAndAllOptionsValue","SumOfisChangeOrder","pChangeOrderUnmodifiedBaseAndAll","pChangeOrderObligated","UnmodifiedDays","MinOfEffectiveDate","Action.Obligation","ContractCount","StartFiscalYear","UnmodifiedCompletionDate","EndAfterPeriod","Graph","TermNum"
"3847025",20430137,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",5,"Unterminated",89431680,0,0,0,725,2010-12-07,90231660,1,2011,2012-12-01,FALSE,FALSE,0
"3645842",24893184,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Unterminated",89335496,0,0,0,396,2010-09-28,96881.12,1,2010,2011-10-29,FALSE,FALSE,0
"4645924",8238325,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[  -Inf,-0.001)","[   3,1040]","Def/Pur",6,"Unterminated",89243799,3,-0.05511627,-0.05503208,522.0417,2009-09-29,89380322,1,2009,2011-03-05,FALSE,FALSE,0
"983135",18503372,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",32,"Unterminated",89085951,0,0,0,275.9583,2011-12-30,33641752,1,2012,2012-09-30,FALSE,FALSE,0
"3566640",24502249,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","MULTIPLE AWARD",2,"Unterminated",88925306,1,0,0,365,2009-04-24,123390328,1,2009,2010-04-24,FALSE,FALSE,0
"602694",24816907,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",3,"Unterminated",88893929,0,0,0,828.9583,2008-12-23,89083211,1,2009,2011-03-31,FALSE,FALSE,0
"776619",24502508,"IDV","Cost-Based","Combination or Other Fee","Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",4,"Unterminated",88708018,0,0,0,229,2007-07-31,98603244,1,2007,2008-03-16,FALSE,FALSE,0
"376608",19369018,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",1,"Unterminated",88569976,0,0,0,181.9583,2009-12-02,88569976,1,2010,2010-06-01,FALSE,FALSE,0
"4162958",24561668,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",88510792,0,0,0,958.0417,2010-04-28,88510792,1,2010,2012-12-11,FALSE,FALSE,0
"552410",24508596,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",4,"Unterminated",88424820,1,0,0,146.0417,2010-07-30,88424820,1,2010,2010-12-23,FALSE,FALSE,0
"1934723",24565784,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","SINGLE AWARD",1,"Unterminated",88277678,3,0,0,632.0417,2009-04-08,88277678,1,2009,2010-12-31,FALSE,FALSE,0
"3829249",10037661,"IDV","Fixed-Price","Combination or Other Fee","Comp.","[1,750)","No label",NA,"Air Force","Other","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",6,"Unterminated",88263425,0,0,0,366,2007-06-29,21637176,1,2007,2008-06-29,FALSE,FALSE,0
"1465351",26326348,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","UCA","[ 0.001, 0.150)","   2","SINGLE AWARD",23,"Unterminated",8.8e+07,2,0.01014157,0.008143427,121,2012-11-07,109592458,1,2013,2013-03-08,FALSE,FALSE,0
"3657942",20425600,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",16,"Unterminated",87998492,0,0,0,408,2008-09-18,87998492,1,2008,2009-10-31,FALSE,FALSE,0
"1712587",1423883,"Def/Pur","Fixed-Price","FFP or No Fee","No Comp.","[1,750)","Labeled MDAP","503","Air Force","Weapons and Ammunition","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",87994500,0,0,0,771.9583,2011-02-16,206301687,1,2011,2013-03-28,FALSE,FALSE,0
"4504143",24892333,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",18,"Unterminated",87714592,0,0,0,229.9583,2008-02-14,98556,1,2008,2008-09-30,FALSE,FALSE,0
"1784296",24564172,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",6,"Unterminated",87680300,0,0,0,396,2010-11-30,87768164,1,2011,2011-12-31,FALSE,FALSE,0
"842642",24892285,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","SINGLE AWARD",23,"Unterminated",87549849,1,0.0382068,0.03680136,198,2008-03-17,96491,1,2008,2008-10-01,FALSE,FALSE,0
"3634642",4162620,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   2","SINGLE AWARD",37,"Terminated",87508553,2,-0.0009495052,NA,NA,2008-10-01,0,1,2009,NA,NA,TRUE,1
"4553487",24560811,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",87428796,0,0,0,571.9583,2011-11-07,87428796,1,2012,2013-05-31,FALSE,FALSE,0
"4726358",8158126,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",10,"Unterminated",87399985,16,0.02248646,-4.286066,878,2009-03-26,11301012,1,2009,2011-08-21,FALSE,FALSE,0
"284334",8436877,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",1,"Unterminated",87362553,8,0.1376035,0.6898278,732,2008-02-22,64788006,1,2008,2010-02-23,FALSE,FALSE,0
"2160343",18498587,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",20,"Unterminated",87345358,0,0,0,1,2012-02-29,87345358,1,2012,2012-03-01,FALSE,FALSE,0
"2258389",24719939,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","SINGLE AWARD",4,"Unterminated",87302000,3,0.004294506,0.004551105,703,2009-08-13,82379782,1,2009,2011-07-17,FALSE,FALSE,0
"1379818",24932185,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Other","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   2","MULTIPLE AWARD",8,"Unterminated",87283055,2,0.0814773,0.07514253,218.9583,2010-02-24,94641312,1,2010,2010-09-30,FALSE,FALSE,0
"2365333",10124093,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Air Force","Facilities and Construction","Any International","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",3,"Terminated",87279790,0,0,0,822.0417,2009-09-28,1893186,1,2009,2011-12-29,FALSE,TRUE,1
"701623",2964544,"Def/Pur","Combination or Other","Combination or Other Fee","No Comp.","[750+]","Labeled MDAP","234","Other DoD","Missile and Space Systems","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",1,"Unterminated",87208599,3,0.02073422,0.001186742,948.0417,2009-05-28,444506965,1,2009,2012-01-01,FALSE,FALSE,0
"4002412",18801128,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",7,"Unterminated",87188236,0,0,0,295,2009-06-10,87342.93,1,2009,2010-04-01,FALSE,FALSE,0
"3805931",24720622,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",6,"Unterminated",87176614,1,-6.32165e-05,-6.369036e-05,631.9583,2009-01-30,86528014,1,2009,2010-10-23,FALSE,FALSE,0
"3065468",18801044,"IDV","Cost-Based","Fixed Fee","Comp.","[1,750)","Labeled MDAP","217","Other DoD","Other","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",1,"Unterminated",86963787,0,0,0,371,2008-11-18,85842521,1,2009,2009-11-24,FALSE,FALSE,0
"3723107",24503040,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Electronics and Communications","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","MULTIPLE AWARD",4,"Unterminated",86908033,1,0,0,500.0417,2007-10-18,29571064,1,2008,2009-03-01,FALSE,FALSE,0
"3044372",2964251,"Def/Pur","Cost-Based","Award Fee","Comp.","[750+]","No label",NA,"Navy","Ships & Submarines","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",4,"Unterminated",86900516,0,0,0,1373,2008-08-13,30327747,1,2008,2012-05-17,FALSE,FALSE,0
"3994918",9886019,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Other DoD","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",86843661,0,0,0,562.0417,2010-06-18,86661661,1,2010,2012-01-01,FALSE,FALSE,0
"2091187",1416277,"Def/Pur","Fixed-Price","FFP or No Fee","No Comp.","0","No label",NA,"Air Force","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",86802798,0,0,0,240,2009-08-04,141798106,1,2009,2010-04-01,FALSE,FALSE,0
"2138853",24892976,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",5,"Unterminated",86792619,0,0,0,367,2008-09-26,84618.18,1,2008,2009-09-28,FALSE,FALSE,0
"1229350",4163890,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",19,"Terminated",86791066,0,0,0,NA,2009-08-13,0,1,2009,NA,NA,TRUE,1
"4253633",20426690,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",19,"Terminated",86791066,0,0,0,444,2009-08-13,58492333,1,2009,2010-10-31,FALSE,TRUE,1
"2664707",24893005,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",5,"Unterminated",86773222,0,0,0,366,2009-06-11,78884.75,1,2009,2010-06-12,FALSE,FALSE,0
"2910378",24560667,"IDV","Cost-Based","Fixed Fee","No Comp.","[750+]","Labeled MDAP","299","Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[ 0.150,   Inf]","[   3,1040]","SINGLE AWARD",1,"Terminated",86767340,25,1.666067,0.3753795,532.0417,2008-07-16,385104184,1,2008,2009-12-30,FALSE,TRUE,1
"2420544",7954167,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Weapons and Ammunition","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","Def/Pur",14,"Unterminated",86727031,1,0,0,393,2008-12-04,86816944,1,2009,2010-01-01,FALSE,FALSE,0
"1344888",8040959,"Def/Pur","Combination or Other","Combination or Other Fee","No Comp.","[750+]","No label",NA,"Army","Missile and Space Systems","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","UCA","[-0.001, 0.001)","   1","Def/Pur",1,"Unterminated",86634762,1,0,0,366,2008-04-30,76446111,1,2008,2009-05-01,FALSE,FALSE,0
"3489457",18499363,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",30,"Terminated",86582109,0,0,0,365,2009-10-01,84900679,1,2010,2010-10-01,FALSE,TRUE,1
"437647",10131376,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","Labeled MDAP","517","Air Force","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",86400000,0,0,0,288.9583,2009-12-01,78048,1,2010,2010-09-15,FALSE,FALSE,0
"953387",10131378,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","Labeled MDAP","517","Air Force","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",86400000,0,0,0,205.9583,2010-02-22,110249.2,1,2010,2010-09-15,FALSE,FALSE,0
"2072822",10131379,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","Labeled MDAP","517","Air Force","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",86400000,0,0,0,169,2010-03-31,0,1,2010,2010-09-16,FALSE,FALSE,0
"3939600",10131377,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","Labeled MDAP","517","Air Force","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",86400000,0,0,0,233.9583,2010-01-25,102325.5,1,2010,2010-09-15,FALSE,FALSE,0
"4815383",20424487,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",86341479,0,0,0,416,2006-12-11,86471208,1,2007,2008-01-31,FALSE,FALSE,0
"1803040",18761066,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",86337608,0,0,0,89.04167,2006-10-04,96130.63,1,2007,2007-01-01,FALSE,FALSE,0
"1899827",18761076,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","[0 months,~2 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",86337608,0,0,0,40,2006-11-22,96136.94,1,2007,2007-01-01,FALSE,FALSE,0
"2610086",18761065,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","[0 months,~2 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",86337608,0,0,0,58.04167,2006-10-04,144258.6,1,2007,2006-12-01,FALSE,FALSE,0
"2900566",18761072,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",86337608,0,0,0,199.9583,2006-11-21,19994.28,1,2007,2007-06-08,FALSE,FALSE,0
"3979620",18761071,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",86337608,0,0,0,212.9583,2006-11-08,1499996,1,2007,2007-06-08,FALSE,FALSE,0
"4075365",18761069,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",2,"Unterminated",86337608,0,0,0,189,2006-10-24,420124.2,1,2007,2007-05-01,FALSE,FALSE,0
"4485211",24982127,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Other DoD","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","MULTIPLE AWARD",1,"Unterminated",86233652,1,0,0.003407578,365,2009-07-01,93163050,1,2009,2010-07-01,FALSE,FALSE,0
"130795",1416578,NA,"Fixed-Price","FFP or No Fee","No Comp.","0","No label",NA,"Air Force","Other","Any International","Services","[30m+]","75m+",NA,"Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",86200000,0,0,0,NA,2009-01-30,0,1,2009,NA,NA,FALSE,0
"1983272",1416367,"Def/Pur","Cost-Based","Fixed Fee","No Comp.","[1,750)","No label",NA,"Air Force","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",86200000,0,0,0,324.0417,2011-03-14,114872281,1,2011,2012-02-01,FALSE,FALSE,0
"3947895",3476551,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Navy","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","Def/Pur",4,"Unterminated",86062140,1,0,0,791,2008-08-11,88211229,1,2008,2010-10-11,FALSE,FALSE,0
"1743850",24540180,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Weapons and Ammunition","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",86045310,0,0,0,821,2007-05-03,98851186,1,2007,2009-08-01,FALSE,FALSE,0
"504612",9196225,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","Labeled MDAP","106","Other DoD","Missile and Space Systems","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",85946120,0,0,0,828.9583,2007-01-23,100317541,1,2007,2009-04-30,FALSE,FALSE,0
"1952532",20422724,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Other DoD","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",13,"Unterminated",85893093,0,0,0,806.0417,2006-10-18,85893093,1,2007,2009-01-01,FALSE,FALSE,0
"3875460",24560493,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Unterminated",85737655,0,0,0,487,2010-04-01,85756829,1,2010,2011-08-01,FALSE,FALSE,0
"4257549",2964714,"Def/Pur","Fixed-Price","FFP or No Fee","No Comp.","[750+]","Labeled MDAP","180","Navy","Ships & Submarines","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",85349999,0,0,0,1126,2009-12-02,0,1,2010,2013-01-01,FALSE,FALSE,0
"3690942",20425567,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",23,"Unterminated",85202667,1,-0.0004569575,-0.0004571658,399,2008-03-28,85163846,1,2008,2009-05-01,FALSE,FALSE,0
"1986464",9884562,"IDV","Cost-Based","Fixed Fee","No Comp.","[1,750)","Labeled MDAP","265","Air Force","Aircraft and Drones","Just U.S.","R&D","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[ 0.150,   Inf]","[   3,1040]","SINGLE AWARD",1,"Unterminated",84992668,6,1.089707,0.4118612,286.9583,2006-12-18,194307802,1,2007,2007-09-30,FALSE,FALSE,0
"907171",18271903,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",5,"Unterminated",84957693,0,0,0,362,2007-11-20,96348868,1,2008,2008-11-16,FALSE,FALSE,0
"379655",20427700,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",27,"Unterminated",84737520,0,0,0,369,2010-04-27,84717360,1,2010,2011-05-01,FALSE,FALSE,0
"1416785",18801452,"IDV","Cost-Based","Fixed Fee","Comp.","[750+]","No label",NA,"Navy","Other","Just U.S.","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","2","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",2,"Unterminated",84676606,0,0,0,439.9583,2008-01-17,80854318,1,2008,2009-03-31,FALSE,FALSE,0
"122625",4165153,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",27,"Terminated",84635513,0,0,0,NA,2010-04-27,0,1,2010,NA,NA,TRUE,1
"3863509",20427685,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",27,"Terminated",84635513,0,0,0,369,2010-04-27,68236012,1,2010,2011-05-01,FALSE,TRUE,1
"2197668",8480060,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",4,"Unterminated",84538000,16,0.03961195,0.03810263,769,2008-09-24,87886715,1,2008,2010-11-02,FALSE,FALSE,0
